"","linesRemove","Freq","class","city","p","medianDocMidDist"
"1404","happy birthday",2,0,"California_Los Angeles",5.51024906325766e-05,0.0897435897435897
"2484","public safety emergency services",11,0,"California_Los Angeles",0.000303063698479171,0.186868686868687
"91","airports los angeles world",3,0,"California_Los Angeles",8.26537359488649e-05,0.25
"521","cannabis regulation commission",4,0,"California_Los Angeles",0.000110204981265153,0.0787671232876712
"2814","submit feedback",437,0,"California_Los Angeles",0.012039894203218,0.423076923076923
"3591","your government",882,0,"California_Los Angeles",0.0243001983689663,0.166666666666667
"1382","government",432,0,"California_Los Angeles",0.0119021379766365,0.320512820512821
"1481","how will federal funds help your community please join us at a public hearing to review the proposed plan",434,0,"California_Los Angeles",0.0119572404672691,0.358974358974359
"1172","filming",12,0,"California_Los Angeles",0.00033061494379546,0.144144144144144
"763","copyright city of los angeles all rights reserved",433,0,"California_Los Angeles",0.0119296892219528,0.435897435897436
"100","alexa ask city what city council meetings are happening tomorrow",12,0,"California_Los Angeles",0.00033061494379546,0.147075873827792
"2439","privacy policy",433,0,"California_Los Angeles",0.0119296892219528,0.474358974358974
"1963","mayor eric garcetti in partnership with",4,0,"California_Los Angeles",0.000110204981265153,0.0522772277227723
"1705","la cityview recognized for excellence in government programming",6,0,"California_Los Angeles",0.00016530747189773,0.0333333333333333
"2668","select sign out verification process",1,0,"California_Los Angeles",2.75512453162883e-05,0.209090909090909
"2512","q why is my address not found when entering a service request or using the find city info map",2,0,"California_Los Angeles",5.51024906325766e-05,0.157142857142857
"769","council committee meeting audio",42,0,"California_Los Angeles",0.00115715230328411,0.189655172413793
"1775","latest posts",241,0,"California_Los Angeles",0.00663985012122548,0.153846153846154
"1692","la calendars",55,0,"California_Los Angeles",0.00151531849239586,0.210691823899371
"3572","you are here",430,0,"California_Los Angeles",0.011847035486004,0.0555555555555556
"455","by housing authority originally posted on on",3,0,"California_Los Angeles",8.26537359488649e-05,0.0308641975308642
"2445","professional artist requested to create public art for the wilmington waterfront promenade",4,0,"California_Los Angeles",0.000110204981265153,0.116869095816464
"353569","how to manage that account whereas the perf program is automatic if someone is",1,0,"Indiana_Indianapolis",3.75556809915301e-07,0.0547024952015355
"790293","total budgeted expenses",1,0,"Indiana_Indianapolis",3.75556809915301e-07,0.144808743169399
"344662","her concern is how much is really being driven by certain elements who want to paint the",1,0,"Indiana_Indianapolis",3.75556809915301e-07,0.0759312320916905
"13966","address of property number and street city state zip code",5469,0,"Indiana_Indianapolis",0.00205392019342678,0.250204942030683
"729685","that was not included in the comments section on the form joint report on preliminary informal hearing where there was an",5469,0,"Indiana_Indianapolis",0.00205392019342678,0.250071017224905
"679908","signature of county property tax assessment board of appeals member date signed month day year",5469,0,"Indiana_Indianapolis",0.00205392019342678,0.250085802539755
"380740","information services agency",1783,0,"Indiana_Indianapolis",0.000669617792078981,0.301169590643275
"307335","form",10987,0,"Indiana_Indianapolis",0.00412624267053941,0.250027657926762
"677437","she went on to serve as the director of transitional services employment for pace before being promoted to",1,0,"Indiana_Indianapolis",3.75556809915301e-07,0.380480063479468
"659805","section ii description of property",5469,0,"Indiana_Indianapolis",0.00205392019342678,0.250302053966975
"408718","jms rp",1,0,"Indiana_Indianapolis",3.75556809915301e-07,0.479591836734694
"554934","persons present on half of taxpayer persons include titles present on behalf of assessor",5469,0,"Indiana_Indianapolis",0.00205392019342678,0.250117254677159
"419818","lan group",1,0,"Indiana_Indianapolis",3.75556809915301e-07,0.49592252803262
"690492","special resolution no recognizes w richard dick wayman",1,0,"Indiana_Indianapolis",3.75556809915301e-07,0.464979063570613
"625318","reporting requirements",18,0,"Indiana_Indianapolis",6.76002257847541e-06,0.259260062456627
"785300","to experience the natural beauty of this park and its wildlife",1,0,"Indiana_Indianapolis",3.75556809915301e-07,0.0509641873278237
"67502","ask beth neighborhood association access to sheriff sale information",1,0,"Indiana_Indianapolis",3.75556809915301e-07,0.480392156862745
"204599","county property tax board of appeals exhibits",5469,0,"Indiana_Indianapolis",0.00205392019342678,0.250177028749469
"790136","total",11686,0,"Indiana_Indianapolis",0.0043887568806702,0.239645629634668
"154854","committee action",9097,0,"Indiana_Indianapolis",0.00341644029979949,0.24922600619195
"438228","maintain control over resources for specific activities or objectives the city uses fund accounting to demonstrate compliance with finance related legal",6,0,"Indiana_Indianapolis",2.2533408594918e-06,0.334532982428051
"10717","actual adopted revised actual budget ytd",2340,0,"Indiana_Indianapolis",0.000878802935201804,0.253712871287129
"817831","volume sheet",12,0,"Indiana_Indianapolis",4.50668171898361e-06,0.379090793327391
"552193","performed in dpw operations requires highly skilled dedicated staff for that",4,0,"Indiana_Indianapolis",1.5022272396612e-06,0.0975926463273089
"538079","outlining who is to be recommended for the award if other than the apparent low is being considered",226,0,"Indiana_Indianapolis",8.4875839040858e-05,0.261904761904762
"858524","year unless otherwise expressly stipulated and provided by law",16,0,"Indiana_Indianapolis",6.00890895864481e-06,0.416086304604816
"17098","advanced features such as page forwarding",1,0,"Indiana_Indianapolis",3.75556809915301e-07,0.331683168316832
"301958","fleet services",123,0,"Indiana_Indianapolis",4.6193487619582e-05,0.211538461538462
"297350","final agreement",3278,0,"Indiana_Indianapolis",0.00123107522290236,0.246253816952408
"263769","efforts the primary goal is to better understand and end of the project will be select a consultant to",1,0,"Indiana_Indianapolis",3.75556809915301e-07,0.0778275475923852
"78287","audit performance",88,0,"Indiana_Indianapolis",3.30489992725465e-05,0.394736842105263
"49605","annual budget section c of the city county annual budget for be and is hereby amended by",96,0,"Indiana_Indianapolis",3.60534537518689e-05,0.18434974995874
"341890","health and welfare",227,0,"Indiana_Indianapolis",8.52513958507732e-05,0.220973782771536
"229943","description project to provide off network facilitation of live video stream broadcast of",1,0,"Indiana_Indianapolis",3.75556809915301e-07,0.032967032967033
"295429","ffl",1,0,"Indiana_Indianapolis",3.75556809915301e-07,0.0495495495495495
"255145","drug treatment coordinator jennifer fillmore e ohio suite",1,0,"Indiana_Indianapolis",3.75556809915301e-07,0.244281045751634
"147059","classification to provide for recreational facilities including eight additional volleyball courts a",1,0,"Indiana_Indianapolis",3.75556809915301e-07,0.31473771856786
"351436","hosting an annual job fair for persons with disabilities as well as hosting the",1,0,"Indiana_Indianapolis",3.75556809915301e-07,0.174273858921162
"654468","school year financed by a federal grant and transfer of funds between characters by a vote",1,0,"Indiana_Indianapolis",3.75556809915301e-07,0.156286721504113
"756838","the parks and recreation committee of the city county council met on",55,0,"Indiana_Indianapolis",2.06556245453415e-05,0.341860465116279
"442719","mansfield mascari moriarty adams oliver osili robinson scales simpson talley",2,0,"Indiana_Indianapolis",7.51113619830601e-07,0.241545627048473
"205356","county township parcel or key number for real property",5469,0,"Indiana_Indianapolis",0.00205392019342678,0.250291885580852
"647649","said he believes citizens would be more willing to accept the increase in coit if they",1,0,"Indiana_Indianapolis",3.75556809915301e-07,0.0195729537366548
"303986","follows",3822,0,"Indiana_Indianapolis",0.00143537812749628,0.3
"79614","automate ms beth white marion county clerk asked if the vendor has local presence and",1,0,"Indiana_Indianapolis",3.75556809915301e-07,0.367805755395683
"301765","flagler pl lawrence",1,0,"Indiana_Indianapolis",3.75556809915301e-07,0.131926121372032
"470781","months it was purchased as the reporting engine for",1,0,"Indiana_Indianapolis",3.75556809915301e-07,0.0198983911939035
"625390","report name revenue by account detail all depts page of date run nov",131,0,"Indiana_Indianapolis",4.91979420989044e-05,0.251451187335092
"841531","while finding places where unnecessary purchases can be withheld",1,0,"Indiana_Indianapolis",3.75556809915301e-07,0.245098039215686
"543989","park maintenance and forestry maintains the grounds and facilities of the park system also manages the urban canopy",6,0,"Indiana_Indianapolis",2.2533408594918e-06,0.385125574509838
"54299","appeal taxes now attn change",1269,0,"Indiana_Indianapolis",0.000476581591782517,0.265822784810127
"859100","yeas bateman brown cain cardwell cockrum coleman day hunter lutz mahern",5,0,"Indiana_Indianapolis",1.8777840495765e-06,0.422102201911093
"805307","units in structure occupied housing units",1,0,"Indiana_Indianapolis",3.75556809915301e-07,0.437440758293839
"324881","general resolution no approves the issuance of one or more series of sanitary district",2,0,"Indiana_Indianapolis",7.51113619830601e-07,0.4512742621726
"862013","zon",1427,0,"Indiana_Indianapolis",0.000535919567749134,0.15
"276664","equalize within major felony drug section courts",2,0,"Indiana_Indianapolis",7.51113619830601e-07,0.467402733964248
"378845","indygov",1356,0,"Indiana_Indianapolis",0.000509255034245148,0.281683277050216
"496046","no monthly taxicab certificate first offense in twelve month period",14,0,"Indiana_Indianapolis",5.25779533881421e-06,0.255231559147984
"491795","new construction",2,0,"Indiana_Indianapolis",7.51113619830601e-07,0.452446868869156
"424442","legal description provided on form property record card for real property or business name for personal property",5469,0,"Indiana_Indianapolis",0.00205392019342678,0.250192372803103
"576300","professional services",555,0,"Indiana_Indianapolis",0.000208434029502992,0.237791134485349
"719352","taxicab operator dress code violation first offense in twelve month period",11,0,"Indiana_Indianapolis",4.13112490906831e-06,0.256358768406961
"595203","proposal no was retitled general resolution no and reads as",326,0,"Indiana_Indianapolis",0.000122431520032388,0.303276296044476
"536543","other updates",31,0,"Indiana_Indianapolis",1.16422611073743e-05,0.108695652173913
"588065","proposal no adopts the annual budget for the city of indianapolis and",37,0,"Indiana_Indianapolis",1.38956019668661e-05,0.277777777777778
"740731","the determination of the county property tax assessment board of appeals is justified for the following reasons",5469,0,"Indiana_Indianapolis",0.00205392019342678,0.250204942030683
"19468","after ptaboa",28882,0,"Indiana_Indianapolis",0.0108468317839737,0.242777760984495
"369540","in committee",2,0,"Indiana_Indianapolis",7.51113619830601e-07,0.313354762932788
"153634","commercial",5571,0,"Indiana_Indianapolis",0.00209222698803814,0.247779543754675
"819133","waive",3,0,"Indiana_Indianapolis",1.1266704297459e-06,0.480230642504119
"860047","you are hereby notified that the assessed value of the property described on this notification is determine to the value stated above as",5469,0,"Indiana_Indianapolis",0.00205392019342678,0.250177823441081
"70295","assessment board of appeals the indiana board of tax industrial personal",5469,0,"Indiana_Indianapolis",0.00205392019342678,0.250244926522043
"307360","for major policy decisions budgeting long range planning and the day to day coordination of five departmental divisions fire",2,0,"Indiana_Indianapolis",7.51113619830601e-07,0.390821784315251
"138178","char materials and supplies",2022,0,"Indiana_Indianapolis",0.000759375869648738,0.240900579988126
"239042","digest authorizes intersection controls in the hudson bay at southern dunes subdivision",31,0,"Indiana_Indianapolis",1.16422611073743e-05,0.24964234620887
"240696","digest recognizes the public service of councillor pamela hickman",30,0,"Indiana_Indianapolis",1.1266704297459e-05,0.25
"93777","belleview pl",12,0,"Indiana_Indianapolis",4.50668171898361e-06,0.30440893275188
"127628","ccc monthly budget tracking all depts of",367,0,"Indiana_Indianapolis",0.000137829349238915,0.246882793017456
"605884","q",295,0,"Indiana_Indianapolis",0.000110789258925014,0.214285714285714
"499944","notes to financial statements",703,0,"Indiana_Indianapolis",0.000264016437370456,0.0807099799062291
"222340","deductions that could reduce your property taxes",1,0,"Indiana_Indianapolis",3.75556809915301e-07,0.33625730994152
"144171","city county special resolution no",838,0,"Indiana_Indianapolis",0.000314716606709022,0.37086763488257
"467688","miscellaneous revenue to be received through dec of present year",189,0,"Indiana_Indianapolis",7.09802370739918e-05,0.163336108798224
"195997","councillor robinson asked of the new jobs how many of those employees will live in",1,0,"Indiana_Indianapolis",3.75556809915301e-07,0.153
"820529","warren twp small claims",1514,0,"Indiana_Indianapolis",0.000568593010211765,0.209090909090909
"496446","non lapsing federal grants",54,0,"Indiana_Indianapolis",2.02800677354262e-05,0.166537567776917
"764302","there will be a meeting of the public works committee of the city county council on",182,0,"Indiana_Indianapolis",6.83513394045847e-05,0.230012727062363
"789942","to statistically examine changes in jack in the pulpit height i used repeated measures one way",1,0,"Indiana_Indianapolis",3.75556809915301e-07,0.361313868613139
"24029","ajabu as a lay person to the marion county community corrections advisory board and the",1,0,"Indiana_Indianapolis",3.75556809915301e-07,0.269230769230769
"98445","b if the recommendation of the mayor has been approved by the committee on rules and public policy prior to",1,0,"Indiana_Indianapolis",3.75556809915301e-07,0.443373967754621
"790170","total agency division expenses",262,0,"Indiana_Indianapolis",9.83958841978088e-05,0.255324039290981
"484528","name parcel case tax rep ptaboa",5570,0,"Indiana_Indianapolis",0.00209185143122822,0.264822617672641
"399862","is derived from cable franchise fee revenues paid into the consolidated county general fund partial funding for capital equipment acquisitions is obtained from the peg",1,0,"Indiana_Indianapolis",3.75556809915301e-07,0.35949696444059
"498250","northwest outer district preliminary incident counts",1,0,"Indiana_Indianapolis",3.75556809915301e-07,0.396694214876033
"386890","institution pay on the bond or disburse",2,0,"Indiana_Indianapolis",7.51113619830601e-07,0.274935014656269
"13387","additions reductions",31,0,"Indiana_Indianapolis",1.16422611073743e-05,0.114178268522964
"88140","be accessed after the hearing at assessor revision warranted due to the demolition remo",1,0,"Indiana_Indianapolis",3.75556809915301e-07,0.0222334248861384
"819695","w a lt o n cr st",1,0,"Indiana_Indianapolis",3.75556809915301e-07,0.253067484662577
"598120","provided however that nothing in this ordinance shall prevent the offices of the county clerk county prosecutor and the courts",1,0,"Indiana_Indianapolis",3.75556809915301e-07,0.312267657992565
"773230","this bond is transferable or exchangeable only upon the books of the city kept for that",2,0,"Indiana_Indianapolis",7.51113619830601e-07,0.224350323459188
"449194","west line of the leopard subdivision a distance of feet more or less to the",1,0,"Louisiana_Shreveport",8.00763608176757e-07,0.230633802816901
"38761","a resolutions on second reading and final passage",108,0,"Louisiana_Shreveport",8.64824696830898e-05,0.270778994957399
"29990","an ordinance closing and date",12,0,"Louisiana_Shreveport",9.60916329812109e-06,0.416471054296475
"96504","could be put into good use right now in inner cities to help revitalize their neighborhood",1,0,"Louisiana_Shreveport",8.00763608176757e-07,0.0816770186335404
"81086","civicplus",2959,0,"Louisiana_Shreveport",0.00236945951659502,0.470588235294118
"118437","councilman shyne inaudible ms lawrence you can take your seat hear",1,0,"Louisiana_Shreveport",8.00763608176757e-07,0.0903775476110926
"247211","merry berry christmas festival parade",2904,0,"Louisiana_Shreveport",0.0023254175181453,0.15179109237147
"162876","explanation on what that is and where that coming from",1,0,"Louisiana_Shreveport",8.00763608176757e-07,0.451947682684106
"214212","investment pool",30,0,"Louisiana_Shreveport",2.40229082453027e-05,0.197277999077369
"17456","amount offered none appraised value district a",35,0,"Louisiana_Shreveport",2.80267262861865e-05,0.346511627906977
"80114","city of shreveport a tract of land located in the s of section and in the n of",2,0,"Louisiana_Shreveport",1.60152721635351e-06,0.264845039448124
"75786","changed to shreveport city code",8,0,"Louisiana_Shreveport",6.40610886541406e-06,0.240326890230497
"456868","whereas the parties now desire to further amend the agreement to provide for",2,0,"Louisiana_Shreveport",1.60152721635351e-06,0.0324599139616738
"49274","back to the chair as well as to all the council members and that will be forthcoming mr antee",2,0,"Louisiana_Shreveport",1.60152721635351e-06,0.473372781065089
"364385","sit through one of our meetings to say this is something that serious to us and the fact that",1,0,"Louisiana_Shreveport",8.00763608176757e-07,0.160285528877352
"211639","internal service funds",68,0,"Louisiana_Shreveport",5.44519253560195e-05,0.323908206209564
"321712","project manager zagars",11,0,"Louisiana_Shreveport",8.80839968994433e-06,0.204251386321627
"272339","na not applicable because previous month was zero",275,0,"Louisiana_Shreveport",0.000220209992248608,0.278481012658228
"79967","city of shreveport",8208,0,"Louisiana_Shreveport",0.00657266769591482,0.294871794871795
"254579","moving to the beat making your own hula hoop",1431,0,"Louisiana_Shreveport",0.00114589272330094,0.140718562874251
"128790","councilman wooley yeah only like two public comments left",2,0,"Louisiana_Shreveport",1.60152721635351e-06,0.178274034822104
"357710","s ft of lot boisseau annex",1,0,"Louisiana_Shreveport",8.00763608176757e-07,0.157996894409938
"81494","classified",323,0,"Louisiana_Shreveport",0.000258646645441093,0.193106286003672
"247731","michael corbin",39,0,"Louisiana_Shreveport",3.12297807188935e-05,0.437106918238994
"71351","capacity for the next to years would be to construct additional water",14,0,"Louisiana_Shreveport",1.12106905144746e-05,0.235064940450519
"93455","contractor jpd",41,0,"Louisiana_Shreveport",3.2831307935247e-05,0.426873857404022
"311192","pertinent information related to compliance with the foregoing requirements including",9,0,"Louisiana_Shreveport",7.20687247359082e-06,0.0972434915773354
"156228","engineering environment services",103,0,"Louisiana_Shreveport",8.2478651642206e-05,0.0802469135802469
"375578","street shreveport la postponed until",2,0,"Louisiana_Shreveport",1.60152721635351e-06,0.379285087369345
"230854","limited to climate control storage mini warehouses residence and outside storage of",1,0,"Louisiana_Shreveport",8.00763608176757e-07,0.241721854304636
"91962","contact us",6051,0,"Louisiana_Shreveport",0.00484542059307756,0.414285714285714
"280646","now therefore be it ordained by the city council of the city of shreveport",248,0,"Louisiana_Shreveport",0.000198589374827836,0.313396594922748
"346039","riverfront development",144,0,"Louisiana_Shreveport",0.000115309959577453,0.414138235989469
"78171","chris hays black history program",2882,0,"Louisiana_Shreveport",0.00230780071876541,0.198630136986301
"195280","home",9029,0,"Louisiana_Shreveport",0.00723009461822794,0.357142857142857
"154210","email page",2965,0,"Louisiana_Shreveport",0.00237426409824409,0.343137254901961
"186033","guests sir",1,0,"Louisiana_Shreveport",8.00763608176757e-07,0.490501319261214
"325723","providing with respect thereto disparity study a lester introduced",45,0,"Louisiana_Shreveport",3.60343623679541e-05,0.194444444444444
"24500","and providing for an encroachment on a portion of the montrose dr row",1,0,"Louisiana_Shreveport",8.00763608176757e-07,0.111111111111111
"236058","louisiana was called to order by chairman theron jackson at",5,0,"Louisiana_Shreveport",4.00381804088379e-06,0.497653500195542
"435071","until",450,0,"Louisiana_Shreveport",0.000360343623679541,0.362222991689751
"170876","ford motor credit company uncancelled mortgage in favor of ford motor credit",1,0,"Louisiana_Shreveport",8.00763608176757e-07,0.419760479041916
"462262","withdraw this assuring you this name will come back to you but looking for four",1,0,"Louisiana_Shreveport",8.00763608176757e-07,0.0266539742979534
"184332","grand opening activities of the red river entertainment district and to otherwise provide with respect",1,0,"Louisiana_Shreveport",8.00763608176757e-07,0.455530216647662
"167181","finance department accounting division",35,0,"Louisiana_Shreveport",2.80267262861865e-05,0.48125
"462332","with grass carp",1,0,"Louisiana_Shreveport",8.00763608176757e-07,0.0377197958026092
"161830","exhibit c",21,0,"Louisiana_Shreveport",1.68160357717119e-05,0.3478655018955
"218089","items or applications and to this end the provisions of this ordinance are hereby",64,0,"Louisiana_Shreveport",5.12488709233125e-05,0.34914895752267
"2","a",339,0,"Louisiana_Shreveport",0.000271458863171921,0.241424802110818
"139518","departments",465,0,"Louisiana_Shreveport",0.000372355077802192,0.104651162790698
"84277","coming at one time normally usually one humongous group that comes to",1,0,"Louisiana_Shreveport",8.00763608176757e-07,0.254172185430464
"315770","posted on",4557,0,"Louisiana_Shreveport",0.00364907976246148,0.119318181818182
"361641","shreveport i want to say that i appreciate the support you all gave to the people in the",1,0,"Louisiana_Shreveport",8.00763608176757e-07,0.125
"148030","d ordinances on second reading and final passage numbers are",146,0,"Louisiana_Shreveport",0.000116911486793807,0.0868666906216313
"139749","department we felt that money should be allocated it not that we think it should",2,0,"Louisiana_Shreveport",1.60152721635351e-06,0.095003785011355
"367049","someone is appointed to a committee that we check them out that if they owe us any",1,0,"Louisiana_Shreveport",8.00763608176757e-07,0.278586278586279
"5833","address a problem in the city of shreveport so i want the citizens of this city to know",1,0,"Louisiana_Shreveport",8.00763608176757e-07,0.240760869565217
"124362","councilman walford mr chairman since there is pending state legislation i",1,0,"Louisiana_Shreveport",8.00763608176757e-07,0.0229995208433158
"357075","severable",632,0,"Louisiana_Shreveport",0.000506082600367711,0.202470985255263
"334825","regular agenda legislation",591,0,"Louisiana_Shreveport",0.000473251292432464,0.244063324538259
"69381","caddo parish commissioner stephanie lynch",1453,0,"Louisiana_Shreveport",0.00116350952268083,0.219178082191781
